1,82,25,40
2,86,14,43
3,82,24,41
4,83,19,42
5,85,23,40
6,86,20,41
7,83,24,40
8,84,21,41
9,83,21,41
10,82,23,41
11,84,16,42
12,82,22,41
13,62,19,40
14,62,22,39
15,62,21,39
16,61,20,39
17,84,25,39
18,85,22,40
19,84,23,40
20,87,16,41
21,83,22,40
22,83,22,41
23,84,18,41
24,85,12,42
25,83,19,41
26,62,20,39
27,61,17,40
28,60,17,40
29,61,22,38
30,60,19,39
31,85,23,39
32,92,12,41
33,83,25,39
34,85,20,40
35,84,20,40
36,88,11,41
37,86,14,41
38,86,12,41
39,85,13,41
40,85,11,41
41,61,16,40
42,61,19,39
43,59,15,40
44,60,18,39
45,61,21,38
46,60,20,38
47,90,15,40
48,85,22,39
49,83,24,39
50,90,11,40
51,89,11,40
52,88,11,40
53,84,18,40
54,86,13,40
55,85,11,40
56,83,17,40
57,61,18,39
58,62,21,38
59,58,14,40
60,59,17,39
61,58,16,39
62,87,18,39
63,90,13,39
64,87,17,39
65,87,17,39
66,87,17,39
67,87,11,40
68,86,11,40
69,86,11,39
70,91,11,39
71,90,11,39
72,89,11,39
73,88,11,39
74,87,11,38
75,87,11,39
76,86,12,39
77,89,11,38
78,88,12,38
79,87,13,38
80,86,25,44
81,85,26,44
82,86,23,45
83,86,22,45
84,84,26,44
85,89,23,44
86,91,19,45
87,87,25,44
88,87,23,44
89,89,19,45
90,91,13,47
91,88,17,46
92,89,13,47
93,61,27,43
94,61,28,42
95,90,22,44
96,89,22,44
97,88,23,44
98,88,22,44
99,85,27,43
100,88,20,45
101,81,25,42
102,81,26,42
103,81,24,43
104,81,22,43
105,63,21,41
106,63,23,40
107,63,22,40
108,62,23,40
109,62,23,39
110,59,24,43
111,60,27,42
112,60,26,42
113,91,20,44
114,86,27,43
115,89,21,44
116,89,20,44
117,84,22,42
118,86,15,44
119,82,24,42
120,83,20,43
121,81,24,42
122,81,23,42
123,81,21,43
124,80,26,42
125,62,14,44
126,63,20,41
127,62,18,42
128,62,22,40
129,61,21,40
130,59,17,42
131,60,20,40
132,60,21,40
133,61,27,42
134,55,17,44
135,59,25,42
136,84,26,40
137,84,25,40
138,83,26,40
139,84,23,41
140,82,25,41
141,83,22,42
142,81,25,41
143,83,17,43
144,81,22,42
145,81,19,43
146,80,24,42
147,63,19,41
148,63,18,42
149,63,21,40
150,62,19,41
151,61,16,42
152,62,21,40
153,61,20,40
154,61,22,39
155,60,21,39
156,60,22,39
157,60,22,38
158,86,23,40
159,84,26,39
160,85,24,40
161,87,19,42
162,85,21,41
163,83,25,40
164,83,20,42
165,82,20,42
166,82,19,42
167,81,21,42
168,81,19,42
169,63,15,42
170,63,18,41
171,63,23,39
172,62,20,40
173,60,12,43
174,61,18,41
175,60,17,41
176,60,19,40
177,60,20,39
178,59,20,39
179,56,16,41
180,57,18,40
181,85,25,39
182,88,20,40
183,86,22,40
184,88,18,41
185,84,13,42
186,81,22,41
187,82,12,42
188,81,23,41
189,63,17,41
190,63,19,40
191,62,18,40
192,63,21,39
193,60,12,42
194,56,12,43
195,56,12,42
196,60,21,38
197,56,15,41
198,59,21,38
199,59,20,38
200,58,19,38
201,87,23,39
202,87,22,39
203,90,17,40
204,85,24,39
205,83,15,41
206,83,11,41
207,82,12,41
208,82,13,41
209,63,24,39
210,63,17,40
211,62,17,40
212,61,13,41
213,60,12,41
214,60,12,41
215,56,13,41
216,55,12,41
217,58,18,39
218,57,17,39
219,52,12,41
220,55,16,39
221,86,25,38
222,85,25,38
223,89,19,39
224,87,20,39
225,92,12,40
226,85,12,40
227,82,20,40
228,83,11,40
229,82,18,40
230,81,19,41
231,63,18,39
232,62,19,39
233,62,18,39
234,60,12,40
235,62,22,38
236,61,20,38
237,60,19,38
238,57,14,39
239,59,19,38
240,58,18,38
241,55,15,39
242,56,17,38
243,53,14,39
244,56,18,38
245,87,23,38
246,85,24,38
247,94,11,39
248,93,11,39
249,92,12,39
250,92,11,39
251,85,11,39
252,84,13,40
