1,84,77,45
2,84,77,45
3,83,77,45
4,83,77,44
5,86,77,46
6,86,77,45
7,85,77,45
8,84,77,45
9,84,77,45
10,83,77,45
11,82,77,45
12,82,77,45
13,60,78,46
14,60,79,46
15,59,79,46
16,58,79,46
17,87,77,46
18,86,77,46
19,86,77,46
20,85,77,46
21,84,78,46
22,84,77,45
23,83,77,46
24,82,77,45
25,82,77,45
26,60,78,46
27,59,79,47
28,59,79,47
29,58,79,47
30,57,79,47
31,88,77,47
32,87,77,47
33,86,77,47
34,85,78,46
35,85,78,46
36,84,78,46
37,84,78,46
38,83,78,46
39,82,77,46
40,82,77,46
41,60,79,47
42,59,79,47
43,59,79,47
44,58,79,47
45,57,79,47
46,57,79,47
47,88,77,47
48,87,77,47
49,86,78,47
50,86,78,47
51,85,78,47
52,84,78,47
53,84,78,47
54,83,78,47
55,82,77,47
56,82,77,47
57,59,79,47
58,59,79,48
59,58,79,48
60,57,79,48
61,57,79,48
62,87,78,48
63,86,78,48
64,86,78,48
65,85,78,47
66,84,78,47
67,84,78,47
68,83,78,47
69,82,77,47
70,86,78,48
71,85,78,48
72,85,78,48
73,84,78,48
74,84,78,48
75,83,78,48
76,83,77,48
77,85,78,48
78,84,78,48
79,84,78,48
80,88,76,41
81,87,75,41
82,87,75,41
83,86,75,41
84,86,75,41
85,90,75,42
86,90,76,42
87,89,76,42
88,89,76,42
89,88,76,42
90,87,75,41
91,86,75,41
92,86,75,41
93,56,75,42
94,55,75,42
95,90,75,42
96,90,76,42
97,89,76,42
98,88,75,42
99,88,75,42
100,87,75,42
101,82,76,43
102,81,76,43
103,81,76,43
104,80,76,43
105,62,77,44
106,61,77,44
107,61,78,44
108,60,77,44
109,59,77,45
110,56,75,43
111,55,75,43
112,55,75,43
113,90,75,42
114,90,75,43
115,89,75,43
116,88,75,43
117,84,76,44
118,84,76,44
119,83,76,44
120,82,76,44
121,82,76,44
122,81,76,44
123,81,76,43
124,80,75,44
125,62,77,44
126,61,78,44
127,61,78,45
128,60,78,45
129,59,78,45
130,58,78,45
131,58,78,45
132,57,78,45
133,56,75,43
134,55,75,43
135,55,75,43
136,87,76,45
137,86,76,45
138,86,76,45
139,85,76,45
140,84,77,44
141,83,77,44
142,82,77,44
143,82,76,44
144,81,76,44
145,80,76,44
146,80,75,44
147,62,77,45
148,62,77,45
149,61,78,45
150,61,78,45
151,60,78,45
152,60,78,45
153,59,78,45
154,58,78,45
155,57,78,46
156,57,78,46
157,56,78,46
158,88,76,46
159,87,76,46
160,87,76,45
161,86,76,45
162,85,77,45
163,85,77,45
164,82,77,45
165,82,77,45
166,81,76,45
167,81,76,45
168,80,75,45
169,62,77,46
170,62,77,46
171,61,78,46
172,61,78,46
173,60,78,46
174,59,78,46
175,59,78,46
176,58,78,46
177,57,78,46
178,56,78,46
179,56,78,46
180,55,78,46
181,89,76,46
182,88,76,46
183,87,77,46
184,87,77,46
185,82,77,45
186,81,76,45
187,81,76,45
188,80,75,45
189,62,77,46
190,62,78,46
191,61,78,46
192,61,78,46
193,60,78,46
194,58,79,46
195,57,79,47
196,56,79,47
197,56,79,47
198,55,78,47
199,54,79,47
200,54,79,47
201,89,77,47
202,89,77,47
203,88,77,47
204,88,77,47
205,81,77,46
206,81,76,46
207,80,76,46
208,80,75,46
209,62,77,47
210,62,77,47
211,61,78,47
212,61,78,47
213,60,78,47
214,60,78,47
215,57,79,47
216,57,79,47
217,56,79,47
218,55,79,47
219,54,79,47
220,54,79,48
221,90,77,48
222,89,77,48
223,89,77,47
224,88,77,47
225,87,77,47
226,82,77,47
227,82,77,47
228,81,76,47
229,81,76,47
230,80,76,46
231,62,77,48
232,61,78,48
233,61,78,47
234,60,78,48
235,60,78,48
236,59,78,48
237,58,79,48
238,57,79,48
239,57,79,48
240,56,79,48
241,55,79,48
242,54,79,48
243,53,79,48
244,53,80,48
245,90,77,48
246,89,77,48
247,88,77,48
248,88,77,48
249,87,77,48
250,87,78,48
251,82,77,47
252,82,77,47
253,81,76,47
254,81,76,47
255,80,76,47
256,62,77,48
257,61,77,48
258,61,78,48
259,60,78,48
260,59,78,48
261,59,78,48
262,58,79,49
263,57,79,49
264,56,79,49
265,55,79,49
266,55,79,49
267,54,79,49
268,53,80,49
269,53,80,49
270,89,77,49
271,89,77,49
272,88,77,48
273,87,77,48
274,87,78,48
275,86,78,48
276,85,78,48
277,83,77,48
278,83,77,48
279,82,77,48
280,82,77,48
281,81,76,48
282,81,76,48
283,61,77,49
284,60,78,49
285,60,78,49
286,59,78,49
287,58,78,49
288,58,78,49
289,57,79,49
290,56,79,49
291,56,79,49
292,55,79,49
293,54,79,49
294,54,79,49
295,89,77,49
296,89,77,49
297,88,77,49
298,87,77,49
299,86,78,49
300,86,78,49
301,85,78,49
302,84,78,49
303,84,77,49
304,83,77,49
305,82,77,48
306,82,76,48
307,81,76,48
308,61,77,49
309,60,77,49
310,60,78,49
311,59,78,50
312,58,78,50
313,58,78,50
314,57,78,50
315,56,79,50
316,56,79,50
317,55,79,50
318,54,79,50
319,53,79,50
320,88,77,49
321,88,77,49
322,87,77,49
323,86,77,49
324,86,78,49
325,85,77,49
326,84,77,49
327,84,77,49
328,83,77,49
329,82,77,49
330,82,76,49
331,59,77,50
332,59,78,50
333,58,78,50
334,58,78,50
335,57,78,50
336,56,78,50
337,55,79,50
338,55,79,50
339,86,77,50
340,86,77,50
341,85,77,50
342,84,77,50
343,84,77,50
344,83,77,50
345,88,75,40
346,87,75,40
347,87,75,40
348,86,75,40
349,85,75,40
350,85,74,40
351,84,74,40
352,84,74,40
353,90,75,41
354,90,75,40
355,89,75,40
356,88,75,40
357,87,75,40
358,87,75,40
359,86,75,40
360,86,75,40
361,85,75,40
362,84,75,40
363,84,74,40
364,59,74,41
365,58,74,41
366,58,74,41
367,57,74,41
368,56,74,41
369,56,74,41
370,55,74,41
371,92,75,41
372,91,75,41
373,91,75,41
374,90,75,41
375,89,75,41
376,88,75,41
377,88,75,41
378,87,75,41
379,86,75,41
380,85,75,41
381,85,75,41
382,84,75,41
383,59,74,41
384,58,74,41
385,58,74,41
386,57,74,41
387,56,75,41
388,56,75,41
389,55,75,41
390,54,75,41
391,54,75,42
392,53,75,42
393,93,75,42
394,92,75,42
395,91,75,42
396,91,75,41
397,90,75,41
398,89,75,41
399,89,75,41
400,87,75,42
401,86,75,42
402,86,75,41
403,85,75,41
404,84,75,41
405,81,75,42
406,80,75,42
407,80,75,42
408,79,75,42
409,62,76,43
410,62,76,43
411,61,77,43
412,61,77,44
413,59,74,41
414,58,74,41
415,58,74,42
416,57,75,42
417,56,75,42
418,56,75,42
419,55,75,42
420,54,75,42
421,54,75,42
422,53,75,42
423,52,75,42
424,52,75,42
425,93,75,43
426,93,75,42
427,92,75,42
428,91,75,42
429,91,75,42
430,88,75,43
431,87,75,43
432,87,75,42
433,86,75,42
434,86,75,42
435,85,75,42
436,83,76,43
437,82,76,43
438,82,76,43
439,81,75,43
440,80,75,43
441,80,75,43
442,79,75,43
443,79,74,43
444,63,76,44
445,62,76,44
446,62,77,44
447,61,77,44
448,60,77,44
449,59,77,44
450,58,77,45
451,58,74,42
452,58,75,42
453,57,75,42
454,56,75,42
455,56,75,43
456,55,75,42
457,54,75,43
458,54,75,43
459,53,75,43
460,53,75,43
461,52,75,43
462,51,75,43
463,93,75,43
464,93,75,43
465,92,75,43
466,91,75,43
467,90,75,43
468,90,75,43
469,89,75,43
470,88,75,43
471,87,75,43
472,87,75,43
473,84,76,44
474,83,76,43
475,83,76,43
476,80,75,43
477,80,75,43
478,79,75,43
479,79,74,43
480,63,76,44
481,62,76,44
482,62,77,44
483,58,77,45
484,57,75,43
485,57,75,43
486,56,75,43
487,55,75,44
488,55,75,44
489,54,75,43
490,53,75,43
491,52,75,43
492,51,75,43
493,51,75,43
494,93,75,44
495,92,75,44
496,92,75,44
497,91,75,43
498,90,75,43
499,89,75,43
500,89,75,43
501,86,75,45
502,85,76,44
503,80,75,44
504,79,75,44
505,79,74,44
506,63,75,45
507,63,76,45
508,63,76,45
509,62,77,45
510,57,77,45
511,56,75,44
512,55,75,44
513,54,75,44
514,54,75,44
515,53,75,44
516,52,75,44
517,51,75,44
518,51,75,44
519,93,75,44
